Longitude,Latitude,ID2,ROW,COLUMN,ID,Horizons,Depth (cm),DHue,DVal,DChr,Mhue,MVal,MChr,% Clay,Structure,DConsist,WConsist,Stickiness,Plasticity,Roots,Pores,ISFs,Misc. Features
-117.077249,46.78023,147,6,29,147,Btb1,85,10YR,3,3,10YR,3,3,,2f-msbk,sh,fi,s,p,1vf,2vfdt,cppf,"skeletans, dark clays, Mn-nodules"
-117.077249,46.78023,147,6,29,147,Btb2,145,10YR,4,3,10YR,3,4,,2msbk-2fpr,mh,fi,ss-s,p,-,3vfdt,cppf,"clay skins, Mn-nodules, OM lining root channels"
-117.077249,46.78023,147,6,29,147,Btb3,145+,10YR,6,4,10YR,4,4,,2msbk,h,fi,ss,sp,-,3vfdt,cdpf,"OM in root channels, clay skins, Mn-nodules"
-117.087103,46.780422,149,7,6,149,Ap,16,10YR,3,3,10YR,2,2,7,2fgr-2f-msbk,sh,fr,so,mp,3vft,2vfdt&I,-,-
-117.087103,46.780422,149,7,6,149,A,34,10YR,3,2,10YR,2,1,7,2fgr-2fsbk,s-sh,fr,so,mp,3vft,3vfdt&I,fdpo,worm holes
-117.087103,46.780422,149,7,6,149,Bw1,70,10YR,3,3,10YR,2,2,10,2f-cosbk,sh,vfr,so-ss,mp,2vft,3vfdt,"mppf, cdpf, fdpf","washed silts, lenses of dark A material, oxide clays interspersed"
-117.087103,46.780422,149,7,6,149,Bw2,90,10YR,3,3,10YR,3,2,12,2f-msbk,sh,vfr,ss,mp,2vft,3vfdt,cdpf,washed silts
-117.087103,46.780422,149,7,6,149,Bwb1,114,10YR,4,3,10YR,3,3,12,2fsbk,mh,vfr,so,mp,1-2vft,2vfdt,"cdpf, cdpf","peds w/ OM & clays, Fe-oxides"
-117.087103,46.780422,149,7,6,149,Bwb2,114+,10YR,4,2,10YR,3,2,10,2f-msbk,mh,fr,ss,mp,1vft,1-2vfdt,cppf,redox features (Fe-oxides and gray colors)
-117.0862251,46.78045544,151,7,8,151,Ap,15,10YR,4,2,10YR,2,2,5,2fgr-2fsbk,s,fi,so,sp,2vft,3vfdt&I,fdpo,worm holes
-117.0862251,46.78045544,151,7,8,151,A,43,10YR,4,3,10YR,3,3,7,2fgr-2fsbk,sh,vfr,so,sp,2-3vft,3vfdt&I,fdpf,worm casts
-117.0862251,46.78045544,151,7,8,151,Bw1,78,10YR,5,3,10YR,3,3,10,2f-msbk,mh,vfr,ss,mp,2vft,3vfdt,"fdpf, ffpf","clay films, washed silts"
-117.0862251,46.78045544,151,7,8,151,Bw2,109,10YR,3,4,10YR,3,4,15,2vf-msbk,mh,fi,ms,mp,1vft,3vfdt,"cdpf, ffpf","clay films, washed silts"
-117.0862251,46.78045544,151,7,8,151,Bwb,109+,10YR,4,3,10YR,3,4,15,2f-msbk,mh,vfi,ms,vp,1vft,3vfdt,"cppf, ffpo","darkened clay films, old worm channels"
-117.085431,46.7805,153,7,10,153,Ap,18,10YR,4,2,10YR,2,2,7,2fgr-2vfsbk,s,fr,so,mp,3vft,3vfdt&I,-,-
-117.085431,46.7805,153,7,10,153,A,46,10YR,3,3,10YR,2,1,10,2fgr-2fsbk,sh,vfr,so-ss,mp,3vft,3vfdt&I,cdpf,worm casts
-117.085431,46.7805,153,7,10,153,AB,66,10YR,3,4,10YR,2,2,10,2fgr-2fsbk,s-sh,fr,so,mp,2-3vft,3vfdt&I,fdpo,worm channels
-117.085431,46.7805,153,7,10,153,Bw,120,10YR,4,4,10YR,3,4,10,2f-msbk,mh,vfr,ss,mp,2vft,3vfdt,"cdpf, cdpo, ffpf","washed silts, worm holes & channels, clay films"
-117.085431,46.7805,153,7,10,153,Bwb,120+,10YR,5,3,10YR,4,3,12,2f-msbk,mh,vfr,ss,mp,1vft,3vfdt,"fppo, cfpf, cdpf","large OM-lined worm channels, clay films, washed silts"
-117.084595,46.780437,155,7,12,155,Ap,20,10YR,4,2,10YR,2,2,5,2vfgr-2msbk,mh,fr,so,sp,3vft,3vfdt&I,-,-
-117.084595,46.780437,155,7,12,155,A,49,10YR,3,2,10YR,2,2,10,2fgr-2msbk,sh,fr,ss,mp,2vft,3vfdt&I,cfpf,worm casts
-117.084595,46.780437,155,7,12,155,E,71,10YR,6,2,10YR,4,2,7,2f-msbk,mh,vfr,ss,sp,1vft,3vfdt,-,"eluviation/reduction, mixed with clays in lower part…moving into Bt?"
-117.084595,46.780437,155,7,12,155,Btb1,98,10YR,5,4,10YR,3,3,15,2-3f-msbk,ha,fr,ms,mp,1vft,2vfdt,"cdpf, mppf","OM in cracks, clay films"
-117.084595,46.780437,155,7,12,155,Btb2,98+,10YR,5,4,10YR,4,3,15,3msbk,ha,fr,ms,mp,-,2vfdt,"cppf, cppo","lighter color clay films, OM on ped faces & cracks, OM in root channels"
-117.083759,46.780453,157,7,14,157,Ap1,13,10YR,3,1,10YR,2,1,7,2fgr-2fsbk,sh,vfr,so,sp,3vft,3vfdt&I,-,-
-117.083759,46.780453,157,7,14,157,Ap2,25,10YR,3,2,10YR,2,1,10,2f-msbk,mh,fr,so-ss,sp,2-3vfm,2vfdt,-,"slightly compacted (plow pan layer), roots lie at top of horizon"
-117.083759,46.780453,157,7,14,157,AE,43,10YR,4,1,10YR,3,1,10,2f-msbk,sh,vfr,ss,sp,2vft,3vf-fdt,-,"eluviation/reduction, increases in prominence near bottom of horizon"
-117.083759,46.780453,157,7,14,157,Btb1,89,10YR,4,2,10YR,3,2,15,3f-cosbk,mh,fi,s,p,3vft&p,1-2vfdt,mppf,organo-argillans
-117.083759,46.780453,157,7,14,157,Btb2,89+,10YR,4,3,10YR,3,3,15,2-3f-msbk,sh,fr,s,p,-,1-2vfdt,"cdpf, cdpf","clay films, Mn-nodules"
-117.082923,46.780443,159,7,16,159,Ap,17,10YR,3,2,10YR,3,2,7,2mgr-2vfsbk,mh,fi,so,sp,2vft,3vfdt&I,cdpf,worm casts
-117.082923,46.780443,159,7,16,159,AB,57,10YR,4,3,10YR,3,5,10,2mgr-2msbk,mh,vfr,ms,mp,2vft,3vfdt&I,"fdpo, cdpf","OM-clays line old worm channels, worm casts"
-117.082923,46.780443,159,7,16,159,Bw1,92,10YR,4,4,10YR,3,3,12,2f-msbk,sh,vfr,ms,mp,1vft,3vfdt,"fdpf, cfpf, fdpf","washed silts, Mn-nodules, clay films in bottom of horizon"
-117.082923,46.780443,159,7,16,159,Bw2,127,10YR,5,4,10YR,4,3,12,2f-msbk,sh,fr,ss,mp,1vft,2vfdt,"ffpf, cppf, fdpf, cdpf","Mn-nodules, washed silts, laminae, clay films"
-117.082923,46.780443,159,7,16,159,Btb,127+,10YR,5,2,10YR,4,2,15,2fsbk,mh,fi,ms,vp,-,2vfdt,"cppf, fdpf","clay films, Mn-nodules"
-117.082087,46.780282,161,7,18,161,Ap,23,10YR,4,2,10YR,2,1,7,2vfgr-2vfsbk,sh,fr,so,sp,3vft,3vfdt&I,fdpf,worm casts
-117.082087,46.780282,161,7,18,161,A,65,10YR,3,2,10YR,2,1,7,2vfgr-2msbk,sh,vfr,so,mp,2vft,3vfdt&I,"fdpf, ffpf","worm casts, washed silts"
-117.082087,46.780282,161,7,18,161,AB,103,10YR,4,2,10YR,3,2,10,2f-msbk,mh,fr,ss,sp,2vft,3vfdt,fdpf,"washed silts, worm channels w/ granular material"
-117.082087,46.780282,161,7,18,161,BE,122,10YR,5,2,10YR,3,2,7,1-2f-msbk,s,vfr,so,sp,1vft,3vf-fdt,-,eluviation/reduction. mostly on ped faces
-117.082087,46.780282,161,7,18,161,E,142,10YR,6,2,10YR,4,2,<5,1f-msbk,s,vfr,so,po,-,3vfdt,-,"eluviation/reduction, thixotropic"
-117.082087,46.780282,161,7,18,161,Bwb,142+,10YR,4,3,10YR,3,3,10,2msbk,mh,fr,ss,mp,-,2vf-fdt,cppf,"skeletans, filled krotovinas"
-117.081251,46.780423,163,7,20,163,Ap,15,10YR,4,3,10YR,2,2,9,2fgr-2fsbk,sh,vfr,so,sp,2vft,3vfdt&I,-,-
-117.081251,46.780423,163,7,20,163,A1,34,10YR,4,2,10YR,2,1,10,2fgr-2msbk,sh,fr,ss,sp,2vft,3vfdt&I,fdpf,earthworm casts
-117.081251,46.780423,163,7,20,163,A2,72,10YR,4,3,10YR,3,3,12,2mgr-2msbk,mh,vfr,ss,sp,2vft,3vfdt&I,fdpf,"earthworm channel w/ granular material, earthworm casts"
-117.081251,46.780423,163,7,20,163,Bw,122,10YR,5,4,10YR,3,4,12,2msbk,ha,fr,ss,mp,2vft,3vfdt,"cppf, fppf","roots in OM-lined worm channel, washed silts, clay films"
-117.081251,46.780423,163,7,20,163,Btb,122+,10YR,4,6,10YR,3,6,17,3msbk,ha,fr,ms,vp,1vft,3vfdt,"mppf, fppf","clay skins, skeletans"
-117.080415,46.780542,165,7,22,165,Ap,25,10YR,4,2,10YR,2,1,8,2vfgr-2fsbk,s,vfr,so,sp,3vft,3vfdt&I,mdpf,worm casts
-117.080415,46.780542,165,7,22,165,A,60,10YR,3,2,10YR,2,1,10,2mgr-2msbk,sh,fi,so-ss,sp,2vft,3vfdt&I,cdpf,"worm casts, open worm channel"
-117.080415,46.780542,165,7,22,165,Bw1,96,10YR,4,3,10YR,3,3,12,2f-msbk,mh,fr,so-ss,mp,2vft,3vf-fdt,"fdpf, fdpf, ffpf","clay bands, washed silts on peds, clay films"
-117.080415,46.780542,165,7,22,165,Bw2,138,10YR,4,3,10YR,3,4,13,2msbk,mh,fr,ss,mp,1vft,3vfdt,"fdpf, fdpf","washed silts, clay films"
-117.080415,46.780542,165,7,22,165,Bwb,138+,10YR,4,4,10YR,3,4,12,2msbk,mh,vfr,so-ss,mp,1vft,3vfdt,fdpf,"old krotovina w/ granular material & roots, clay films"
-117.079579,46.780477,167,7,24,167,Ap,17,10YR,4,2,10YR,2,2,8,2vf-msbk,sh,vfr,so,po,3vft,3vfdt,-,compacted
-117.079579,46.780477,167,7,24,167,A1,34,10YR,4,2,10YR,3,2,9,2mgr-3msbk,mh,l,ss,po,2vft,3vfdt&I,ffpo,earthworm channels w/ granular material
-117.079579,46.780477,167,7,24,167,A2,52,10YR,3,2,10YR,3,2,12,3fgr-2fsbk,s,l,ms,sp,2vft,3vfdt&I,-,lots of loose granular material at bottom
-117.079579,46.780477,167,7,24,167,Bw1,81,10YR,5,4,10YR,4,4,15,3fgr-2fsbk,ha,vfr,ss,mp,2vft,2vfdt,"fdpo, cfpf","large open earthworm channels, clay films"
-117.079579,46.780477,167,7,24,167,Bw2,103,10YR,5,4,10YR,4,3,15,2fsbk-2mpr,mh,vfr,ms,mp,1vft,2vfdt,"cdpf, fppo","clay films, CaCO3 filling old channel (es)"
-117.079579,46.780477,167,7,24,167,Btkb,103+,10YR,3,6,10YR,3,4,16,2f-msbk,mh,vfr,ms,vp,1vft,2vfdt,"cppf, cppo, cdpf","CaCO3 strands on ped faces & in channels, clay films"
-117.078743,46.78041,169,7,26,169,Ap,20,10YR,4,2,10YR,2,2,9,2mgr-2vfsbk,sh,fr-fi,so,sp,2vft,3vfdt&I,-,worm casts
-117.078743,46.78041,169,7,26,169,A,56,10YR,3,3,10YR,2,2,10,2vf-msbk,sh,vfr,ss,mp,2vft,3vfdt,fdpo,small worm channels
-117.078743,46.78041,169,7,26,169,Bw,78,10YR,4,3,10YR,3,3,15,2f-msbk,mh,fr,ss,mp,1vft,3vf-fdt,ffpf,clay films
-117.078743,46.78041,169,7,26,169,BE,107,10YR,6,3,10YR,4,3,12,2msbk,mh,fr,ss,sp,1vft,3vfdt,"mppf, ffpf","washed silts, clay films"
-117.078743,46.78041,169,7,26,169,Btb,107+,10YR,4,4,10YR,3,4,18,3f-msbk,ha,fi,ms,mp,1vft,2vfdt,"mppf, cppf","clay films, skeletans, evidence of old krotovina"
-117.077907,46.780352,171,7,28,169,Ap,18,10YR,4,2,10YR,2,2,8,2fgr-2fsbk,sh,vfr,so,sp,3vft,3vfdt&I,-,-
-117.077907,46.780352,171,7,28,171,Bw,57,10YR,4,3,10YR,3,3,10,2f-msbk,sh,fr,ss,mp,2vft,3vfdt,"ffpf, fdpf, ffpf","washed silts in bottom of horizon, worm casts, clay films"
-117.077907,46.780352,171,7,28,171,BE,82,10YR,5,3,10YR,3,4,12,2msbk-2fpr,mh,vfr,ss,mp,2vft,3vf-fdt,"cppf, ffpf","washed silts, clay films"
-117.077907,46.780352,171,7,28,171,Btb1,106,10YR,4,4,10YR,3,4,18,2msbk,mh-ha,fr,ms,vp,1vft,2vfdt,"mppf, ffpf","clay skins, organo-argillans"
-117.077907,46.780352,171,7,28,171,Btb2,106+,10YR,4,6,10YR,3,6,18,2-3msbk-2mpr,ha,fr,ms,vp,1vft,2vfdt,"fppf, mppf, cfpf, fdpf","skeletans, clay skins, Mn-nodules, organo-argillans"
-117.077071,46.78029,173,7,30,173,Ap,19,10YR,4,2,10YR,2,2,9,2mgr-2fsbk,sh,fr,so-ss,sp,3vft,3vfdt&I,-,-
-117.077071,46.78029,173,7,30,173,AB,53,10YR,4,3,10YR,3,3,10,2f-msbk,mh,fr,so-ss,sp,2vft,3vf-fdt,"ffpf, fdpo","clay films, worm channels w/ granular material"
-117.077071,46.78029,173,7,30,173,E,72,10YR,5,3,10YR,3,3,10,2msbk,mh,vfr,so-ss,sp,-,3vfdt,-,eluviation/reduction
-117.077071,46.78029,173,7,30,173,Btb1,103,10YR,4,4,10YR,3,4,17,2msbk,ha,fi,ms,vp,1vft,2vfdt,"mppf, fdpf","clay skins, washed silts in top of horizon"
-117.077071,46.78029,173,7,30,173,Btb2,103+,10YR,4,6,10YR,3,6,19,2msbk,ha,fr-fi,ms-vs,vp,-,2vfdt,"fdpf, cfpf, mppf","skeletans, Mn-nodules, clay skins"
-117.086879,46.780708,175,8,6,175,Ap,16,10YR,4,2,10YR,2,2,10,2f-mgr,sh,fr,so,sp,3vft,3vfdt&I,-,-
-117.086879,46.780708,175,8,6,175,A1,35,10YR,3,2,10YR,2,2,11,2fgr-2fsbk,s-sh,fr,ss,sp,3vft,3vfdt&I,fdpf,worm casts
-117.086879,46.780708,175,8,6,175,A2,57,10YR,3,2,10YR,2,1,14,2-3fsbk,sh,vfr,ss,vp,2vft,3vfdt,fdpf,worm casts
-117.086879,46.780708,175,8,6,175,AE,69,10YR,4,1,10YR,3,1,12,2-3fsbk,mh,fr,so-ss,vp,2vft,3vfdt,-,slight eluviation/reduction
-117.086879,46.780708,175,8,6,175,Bw,110,10YR,3,3,10YR,3,1,18,2f-msbk,mh-ha,vfi,ms,vp,1-2vft,2vfdt,cppf,"organo-argillans on ped faces, grades to argillic near bottom"
-117.086879,46.780708,175,8,6,175,Btb1,125,10YR,5,4,10YR,4,3,18,2-3msbk,ha,vfi,vs,vp,-,3vfdt,"fppo, fdpf, cdpf, mppo","organo-argillans in worm channels, Fe-oxides, zone of wetting, clay films, root channels"
-117.086879,46.780708,175,8,6,175,Btb2,125+,10YR,5,3,10YR,4,3,20,2-3f-msbk,ha,vfi,vs,vp,-,3vfdt,"cppf, cdpf, cppo, mppo","Fe-oxides, zone of wetting, clay films, OM-filled worm channels, root channels"
-117.086043,46.780763,177,8,8,177,Ap,19,10YR,4,2,10YR,2,2,10,2vf-mgr,s-sh,vfr,so,sp,3vft,3vfdt&I,cdpf,worm casts
-117.086043,46.780763,177,8,8,177,A,34,10YR,3,2,10YR,2,2,11,2fgr-2fsbk,sh,fr,so,sp,2vft,3vfdt&I,cdpf,worm casts
-117.086043,46.780763,177,8,8,177,BA,72,10YR,3,4,10YR,3,3,12,2f-msbk,mh,fr,ss,sp,2vft,3vfdt,"fdpo, ffpf","old OM-lined worm channels w/ some granular material, clay films"
-117.086043,46.780763,177,8,8,177,Bw,123,10YR,4,3,10YR,3,3,15,2msbk-2pr,mh,fi,ss-ms,sp,2vft&p,3vfdt,ffpf,"clay films, roots in old channels"
-117.086043,46.780763,177,8,8,177,Bwb,123+,10YR,4,4,10YR,3,4,18,2msbk-2fpr,mh,fr-fi,ms,vp,-,2-3vfdt,fdpf,"clay films, noticeable texture difference from previous horizon"
-117.085207,46.780786,179,8,10,179,Ap,20,10YR,3,2,10YR,2,1,8,2fgr-2fsbk,sh,vfr,so,sp,3vft,3vfdt&I,-,-
-117.085207,46.780786,179,8,10,179,A,34,10YR,3,2,10YR,2,1,10,2mgr-2fsbk,sh,fr,so,sp,2vft,3vfdt&I,cdpf,worm casts
-117.085207,46.780786,179,8,10,179,Bw,68,10YR,3,3,10YR,2,2,10,2f-msbk,mh,fr,so-ss,sp,3vft,3vf-fdt,"cfpf, fdpo","worm casts, worm channels"
-117.085207,46.780786,179,8,10,179,EB,98,10YR,5,2,10YR,4,2,12,2msbk-2fpr,sh,vfr,ss,sp,1-2vft,3vfdt,fdpo,"eluviation/reduction, clay in small worm channels"
-117.085207,46.780786,179,8,10,179,Bwb1,126,10YR,5,3,10YR,3,3,12,2msbk,mh,fr,so-ss,sp,1vfp,3vf-fdt,"mppf, fdpf","roots around clay bands, skeletans, clay films"
-117.085207,46.780786,179,8,10,179,Bwb2,126+,10YR,4,4,10YR,3,4,15,2msbk-2fpr,mh-ha,fi,ss-ms,sp-vp,1vfc,3vfdt,"cppf, cdpf","faint krotovina, skeletans, clay films"
-117.084371,46.780723,181,8,12,181,Ap,12,10YR,4,2,10YR,2,2,8,2fgr-2vfsbk,sh,fr,so,sp,3vft,3vfdt,-,-
-117.084371,46.780723,181,8,12,181,A1,27,10YR,4,2,10YR,2,1,8,2fgr-2fsbk,sh,vfr,so,sp,2vft,3vf-fdt,ffpf,worm casts
-117.084371,46.780723,181,8,12,181,A2,48,10YR,3,2,10YR,2,1,10,2mgr-2fsbk,mh,fr,ss,mp,2vft,3vfdt,fdpf,worm casts
-117.084371,46.780723,181,8,12,181,AE,75,10YR,4,1,10YR,3,1,10,2fsbk,sh,vfr,ss,mp,2vft,3vf-fdt,mppf,washed silts
-117.084371,46.780723,181,8,12,181,Btb1,109,10YR,5,2,10YR,3,2,15,2f-msbk,mh,fi,ms-vs,vp,1-2vfp,2vfdt,"cppf, fppf","OM-clays on peds, some washed silts at top"
-117.084371,46.780723,181,8,12,181,Btb2,109+,10YR,5,4,10YR,3,4,15,3f-msbk,mh,fi,ms,sp,-,2vfdt,"cppf, cdpf, fdpf, mfpf","clay films, white material in old root channels, Fe-oxides in bottom part, Mn-nodules, lots of dark sand"
-117.083535,46.780739,183,8,14,183,Ap,19,10YR,4,2,10YR,2,2,7,2vfgr-2fsbk,mh,fr,so,sp,3vft,3vf-fdt&I,-,-
-117.083535,46.780739,183,8,14,183,A,43,10YR,3,2,10YR,2,1,7,2fgr-2msbk,sh,fr,ss,sp,2-3vft,3vfdt&I,-,"some washed silts, earthworm casts"
-117.083535,46.780739,183,8,14,183,Ab,89,10YR,3,1,10YR,2,1,10,2f-cosbk,sh,vfr,ss-s,sp-mp,2vft&p,3vfdt&I,fdpf,"blackened by OM, no evidence of clay movement, has strong structure, some washing in bottom peds"
-117.083535,46.780739,183,8,14,183,Bwb,89+,10YR,4,2,10YR,2,2,10,2f-msbk,sh,fr,ss,mp,1vft,3vfdt,"cdpf, cf-dpf","bottom peds in core have white silica concentrations (ne), Clay films, OM-lined root channels, mixed eluviation in upper part"
-117.082699,46.780729,185,8,16,185,Ap,18,10YR,4,3,10YR,2,2,8,2vf-cogr,s,vfr,so,sp,3vft,3vfdt&I,cdpf,worm casts
-117.082699,46.780729,185,8,16,185,A,36,10YR,4,2,10YR,2,1,10,2fgr-2fsbk,sh,fr,so-ss,sp,2vft,3vfdt&I,ffpf,compressed worm casts
-117.082699,46.780729,185,8,16,185,Bw,62,10YR,3,3,10YR,2,2,10,2f-msbk,sh,vfr,so-ss,sp,2vft,3vfdt&I,"ffpf, fdpf","worm casts, worm channel w/ granular material, darkened imprints on ped faces (old channels?)"
-117.082699,46.780729,185,8,16,185,Btb1,127,10YR,3,2,10YR,2,1,10,2-3msbk-2fpr,mh,vfr,ms-vs,vp,1vft,2vfdt,mppf,"darkened clay-OM skins, tinged w/ gley colors"
-117.082699,46.780729,185,8,16,185,Btb2,127+,10YR,4,3,10YR,3,3,18,2-3msbk,mh-ha,fr-fi,ms,vp,-,2vfdt,"mdpf, cppf","old root channels, OM-clay skins, drier than previous horizon"
-117.081863,46.780568,187,8,18,187,Ap1,8,10YR,4,3,10YR,2,1,18,2mgr,s,vfr,so,sp,3vft,3vfi,-,-
-117.081863,46.780568,187,8,18,187,Ap2,22,10YR,4,2,10YR,2,2,8,2mgr-2fsbk,s,vfr,ss,sp,2vft,3vfdt&I,-,-
-117.081863,46.780568,187,8,18,187,EB,31,10YR,6,3,10YR,3,3,8,3fsbk,sh,vfr,ss,mp,1vft,3vfdt,-,eluviation/reduction. has some clay films
-117.081863,46.780568,187,8,18,187,Btb1,62,-,-,-,10YR,3,2,8,2f-msbk,-,vfi,vs,vp,2vft,2vfdt,-,"argillic-like, but not many clay skins, darkened by OM"
-117.081863,46.780568,187,8,18,187,Btb2,94,-,-,-,10YR,4,3,18,2f-msbk,-,fi,ms,mp,1vft,2vfdt,"fdpf, cdpf, fdpf","Mn-nodules, lighter color, OM concentrations, clay skins"
-117.081863,46.780568,187,8,18,187,Btb3,127,-,-,-,10YR,4,2,18,2msbk-2fpr,-,fr,vs,vp,-,2vfdt,"cppf, cppf","clay skins, some w/ OM"
-117.081863,46.780568,187,8,18,187,Btb4,127+,-,-,-,10YR,4,4,18,2f-msbk-2fpr,-,fi,ms,vp,-,1-2vfdt,"fppf, mppf","slickensides, clay skins, skeletan midway down"
-117.081027,46.780709,189,8,20,189,Ap,13,10YR,4,2,10YR,2,2,8,2f-mgr,s,vfr,so,sp,3vft,3vfi,-,-
-117.081027,46.780709,189,8,20,189,A,31,10YR,4,2,10YR,2,1,9,2fsbk-2mgr,sh,fi,ss,sp,3vft,3vfdt&I,ffpf,earthworm casts
-117.081027,46.780709,189,8,20,189,AB,62,10YR,3,3,10YR,2,2,9,2f-msbk,sh,vfr,ss,sp,2vft,3vfdt,cdpo,"old worm channels, some w/ granular material"
-117.081027,46.780709,189,8,20,189,Bw1,94,10YR,4,3,10YR,2,2,10,2vf-msbk,mh,vfr,ss,sp,2vft,3vfdt,ffpf,"washed silts, granular material b/n peds"
-117.081027,46.780709,189,8,20,189,Bw2,116,10YR,4,4,10YR,3,2,11,2fgr-2msbk,mh,vfr,ss,mp,2vft,3vf-fdt&I,"cppo, fdpf","granular material (animal burrowing?), clay films"
-117.081027,46.780709,189,8,20,189,Bwb,116+,10YR,5,4,10YR,3,4,9,2msbk,sh,vfr,ss,mp,-,3vf-fdt,"mppf, fdpf","washed silts, abrupt boundary near bottom, clay films"
-117.080191,46.780828,191,8,22,191,Ap,20,10YR,4,2,10YR,2,1,8,2mgr-2fsbk,s-sh,vfr,so,sp,3vft,3vfdt&I,-,-
-117.080191,46.780828,191,8,22,191,AB,55,10YR,4,3,10YR,2,2,9,2f-msbk,mh,vfr,so-ss,mp,2vft,3vfdt,-,layer of plant fragments on top of horizon
-117.080191,46.780828,191,8,22,191,Bw1,78,10YR,4,4,10YR,3,3,11,2msbk,mh,fr,ss,mp,1vft,3vfdt,"fdpf, fdpo","clay films, worm channels"
-117.080191,46.780828,191,8,22,191,Bw2,129,10YR,5,3,10YR,4,3,11,2fsbk-2fpr,mh,vfr,ms,mp,1vft,3vfdt,"cppf, fppf","washed silts, clay bands"
-117.080191,46.780828,191,8,22,191,Bwb,129+,10YR,4,3,10YR,3,4,12,2msbk,ha,fr,ms,mp,-,2vfdt,"cppf, cdpf","washed silts b/n peds, clay films"
-117.079355,46.780763,193,8,24,193,Ap,19,10YR,3,2,10YR,2,2,7,2fgr-3msbk,mh,fr,so,sp,3vft,2vfdt&I,-,compacted
-117.079355,46.780763,193,8,24,193,BA,48,10YR,4,2,10YR,3,2,8,2msbk-2fpr,mh,vfr,ss,sp,2vft,3vfdt,"cfpf, fdpo","washed silts, filled worm channels, long nightcrawler channel"
-117.079355,46.780763,193,8,24,193,Bw1,82,10YR,4,4,10YR,3,4,12,2msbk-3mpr,sh,vfr,ms,sp,2vft,3vfdt,"fdpf, ffpf, fdpf","clay lamina, continuation of nightcrawler channel, clay films, washed silts"
-117.079355,46.780763,193,8,24,193,Bw2,122,10YR,5,4,10YR,4,4,12,3m-cosbk,sh,fr,ss,sp,1vft,3vfdt,"cfpf, fdpf","continuation of nightcrawler channel, clay films, washed silts"
-117.079355,46.780763,193,8,24,193,Bwb,122+,10YR,4,4,10YR,3,4,10,3cosbk,mh,fr,ss,sp,-,3vfdt,cdpf,clay films
-117.078519,46.780696,195,8,26,195,Ap,17,10YR,4,2,10YR,2,1,8,2fgr-2vfsbk,sh,vfr,so,sp,3vft,3vfdt&I,fdpf,worm casts
-117.078519,46.780696,195,8,26,195,A,45,10YR,3,2,10YR,2,2,9,2fsbk-2vfgr,sh,vfr,so-ss,sp,3vft,3vfdt&I,fppo,worm channels
-117.078519,46.780696,195,8,26,195,Bw1,70,10YR,5,2,10YR,3,2,10,2fsbk-2fpr,sh,vfr,ss,sp,2vft,3vf-fdt,"mppf, fdpo, fdpf","washed silts, more near bottom of horizon, OM-clay lined channels, worm casts"
-117.078519,46.780696,195,8,26,195,Bw2,92,10YR,5,3,10YR,3,3,11,2fsbk-2fpr,mh,vfr,ss,sp,2vft,2vfdt,"cppf, fppf","washed silts, clay bands at top & bottom of horizon"
-117.078519,46.780696,195,8,26,195,Bwb1,114,10YR,5,4,10YR,3,4,7,1-2f-msbk,mh,fr,so-ss,np,1vft,3vfdt,-,"krotovina w/ granular A material, some sands"
-117.078519,46.780696,195,8,26,195,Bwb2,114+,10YR,4,6,10YR,3,6,<5,2msbk,ha,vfr,ss,np,-,3vfdt,fdpf,"clay films, filled krotovina, lots of sand"
-117.077683,46.780638,197,8,28,197,Ap,23,10YR,4,3,10YR,2,2,8,2fgr-2fsbk,ha,vfr,so,sp,3vft,3vfdt&I,-,-
-117.077683,46.780638,197,8,28,197,A,45,10YR,3,3,10YR,2,1,10,2mgr-2fsbk,s,vfr,so-ss,sp,3vft,3vfdt&I,fdpo,"open & filled worm channels, striking color contrast from previous horizon"
-117.077683,46.780638,197,8,28,197,Bw,86,10YR,5,4,10YR,4,3,12,2msbk-2fpr,sh,vfr,ss,sp,2vft,3vf-fdt,"mppf, cdpo","washed silts, old worm channels"
-117.077683,46.780638,197,8,28,197,Bwb1,120,10YR,4,4,10YR,3,4,12,2msbk,sh,vfr,ss,mp,2vft,3vfdt,"fdpf, fdpf, ffpo","clay films near top of horizon, washed silts, old OM-clay lined worm channels"
-117.077683,46.780638,197,8,28,197,Bwb2,120+,10YR,4,4,10YR,3,3,7,2f-msbk,mh,vfr,ss,np,-,3vfdt,ffpf,"clay films, sands"
-117.076847,46.780576,199,8,30,199,Ap1,13,10YR,4,2,10YR,2,2,8,2vf-mgr,s,vfr,so,np,3vft,3vfi,fdpf,worm casts
-117.076847,46.780576,199,8,30,199,Ap2,34,10YR,4,2,10YR,2,2,9,2vf-fsbk,sh,fi,so,sp,3vft,3vfdt,-,harder layer
-117.076847,46.780576,199,8,30,199,A,52,10YR,3,2,10YR,2,1,10,2vfgr-2fsbk,sh,vfr,ss,sp,3vft,3vfdt,fdpo,worm channels
-117.076847,46.780576,199,8,30,199,Bw,85,10YR,4,3,10YR,2,2,12,2fsbk-2fpr,mh,vfr,ss,mp,2vft,3vfdt,fdpo,worm channels
-117.076847,46.780576,199,8,30,199,E,108,10YR,6,3,10YR,4,2,8,1-2f-msbk,sh,vfr,ss,sp,-,3vf-fdt,ffpf,"eluviation/reduction, clay films"
